SurveyID,Country,Ecoregion,SiteCode,SiteLat,SiteLong,geom,SurveyDate,Depth,Apogon imberbis,Atherina hepsetus,Boops boops,Centrolabrus exoletus,Chelon labrosus,Chromis chromis,Chrysophrys auratus,Coris julis,Ctenolabrus rupestris,Dentex dentex,Diplodus annularis,Diplodus cervinus,Diplodus puntazzo,Diplodus sargus,Diplodus vulgaris,Epinephelus costae,Epinephelus marginatus,Gobius bucchichi,Gobius xanthocephalus,Labrus merula,Labrus viridis,Mullus surmuletus,Muraena helena,Oblada melanura,Octopus vulgaris,Pagrus pagrus,Parablennius pilicornis,Parablennius rouxi,Pomadasys incisus,Sarpa salpa,Sciaena umbra,Seriola dumerili,Serranus cabrilla,Serranus scriba,Spicara maena,Spicara smaris,Spondyliosoma cantharus,Symphodus cinereus,Symphodus doderleini,Symphodus mediterraneus,Symphodus melanocercus,Symphodus ocellatus,Symphodus roissali,Symphodus rostratus,Symphodus tinca,Thalassoma pavo,Tripterygion delaisi
912349225,Spain,Western Mediterranean,BAL10,39.29,3.1,POINT (3.1 39.29),2015-10-15T13:00:00Z,10.3,5,0,0,0,0,495,0,56,0,0,0,0,0,11,21,0,1,0,0,0,0,8,0,0,0,0,0,0,0,30,0,0,0,15,0,0,0,0,0,2,0,19,2,0,9,80,0
912349233,Spain,Western Mediterranean,BAL14,39.16,2.95,POINT (2.95 39.16),2015-10-15T13:00:00Z,6.9,0,0,0,0,0,424,0,40,0,0,0,0,0,1,23,0,2,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,2,3,0,0,0,0,1,4,0,30,0,1,19,47,0
912349234,Spain,Western Mediterranean,BAL15,39.18,2.96,POINT (2.96 39.18),2015-10-15T13:00:00Z,8.8,2,0,0,0,0,2350,0,37,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,10,1,0,0,0,0,5,0,0,0,0,0,37,0
912349236,Spain,Western Mediterranean,BAL16,39.36,2.85,POINT (2.85 39.36),2015-10-16T13:00:00Z,7.9,0,0,0,0,0,71,0,53,0,0,1,0,5,5,17,0,0,0,0,0,0,4,0,173,0,0,0,0,0,20,0,0,0,6,60,0,1,0,0,0,0,61,1,1,41,20,0
912349237,Spain,Western Mediterranean,BAL16,39.36,2.85,POINT (2.85 39.36),2015-10-16T13:00:00Z,8.3,0,0,0,0,0,438,0,41,0,0,0,0,3,3,14,0,0,0,0,0,0,3,0,81,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,13,1,0,44,11,0
912349238,Spain,Western Mediterranean,BAL17,39.45,2.74,POINT (2.74 39.45),2015-10-16T13:00:00Z,6.5,0,0,0,0,0,40,0,36,0,0,6,0,0,1,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,1,10,25,0,0,0,0,0,38,0,1,28,3,0
912349226,Spain,Western Mediterranean,BAL11,39.12,2.95,POINT (2.95 39.12),2015-10-15T13:00:00Z,4.3,1,0,0,0,0,276,0,36,0,0,0,0,0,0,17,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,6,0,0,2,42,0
912349227,Spain,Western Mediterranean,BAL11,39.12,2.95,POINT (2.95 39.12),2015-10-15T13:00:00Z,5.0,3,0,0,0,0,268,0,72,0,0,0,0,0,9,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,8,0,0,0,0,0,0,0,15,3,0,18,149,2
912349228,Spain,Western Mediterranean,BAL12,39.13,2.95,POINT (2.95 39.13),2015-10-15T13:00:00Z,8.0,2,0,1016,0,0,5000,0,41,0,0,0,0,0,6,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,87,0
912349229,Spain,Western Mediterranean,BAL12,39.13,2.95,POINT (2.95 39.13),2015-10-15T13:00:00Z,7.3,9,0,1,0,0,3150,0,37,0,0,0,0,0,2,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,2,0,1,1,0,1,392,0
912349230,Spain,Western Mediterranean,BAL13,39.16,2.93,POINT (2.93 39.16),2015-10-15T13:00:00Z,8.4,6,0,0,0,0,212,0,69,0,0,0,0,0,6,6,0,3,8,2,0,0,0,0,6,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,8,0,4,0,0,5,42,0
912349231,Spain,Western Mediterranean,BAL13,39.16,2.93,POINT (2.93 39.16),2015-10-15T13:00:00Z,9.0,17,0,0,0,0,266,0,62,0,0,0,0,0,3,5,0,3,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,21,0,0,0,0,0,6,0,15,0,0,16,89,0
912349239,Spain,Western Mediterranean,BAL17,39.45,2.74,POINT (2.74 39.45),2015-10-16T13:00:00Z,7.9,0,0,0,0,0,6,0,20,0,0,14,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,361,130,1,0,0,0,1,13,0,0,14,0,0
912349240,Spain,Western Mediterranean,BAL18,39.45,2.74,POINT (2.74 39.45),2015-10-16T13:00:00Z,9.5,0,0,180,0,0,171,0,16,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,98,0,0,0,0,1,0,6,0,0,8,0,0
912349241,Spain,Western Mediterranean,BAL18,39.45,2.74,POINT (2.74 39.45),2015-10-16T13:00:00Z,9.6,16,0,0,0,0,297,0,12,0,0,2,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,2,1,7,5,0
912349242,Spain,Western Mediterranean,BAL19,39.53,2.58,POINT (2.58 39.53),2015-10-16T13:00:00Z,5.0,0,0,0,0,0,191,0,44,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,11,7,1,68,12,0
912349243,Spain,Western Mediterranean,BAL19,39.53,2.58,POINT (2.58 39.53),2015-10-16T13:00:00Z,5.8,0,0,0,0,0,270,0,32,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,1,1,58,4,0
912349208,Spain,Western Mediterranean,BAL2,39.11,1.52,POINT (1.52 39.11),2015-10-10T13:00:00Z,4.1,0,17,0,0,0,376,0,45,0,0,5,0,0,3,8,0,0,0,0,0,2,2,0,384,0,0,0,0,0,25,0,0,0,4,0,0,1,0,0,2,0,10,2,2,80,4,0
912349232,Spain,Western Mediterranean,BAL14,39.16,2.95,POINT (2.95 39.16),2015-10-15T13:00:00Z,7.2,11,0,0,0,0,2969,0,16,0,0,5,0,1,15,25,0,5,0,0,1,0,0,0,15,0,0,0,0,0,15,2,1,0,5,0,0,3,0,0,7,0,45,3,1,13,43,0
912349235,Spain,Western Mediterranean,BAL15,39.18,2.96,POINT (2.96 39.18),2015-10-15T13:00:00Z,9.1,0,0,0,0,0,1100,0,19,0,0,0,0,0,0,29,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,2,0,9,104,0
912349209,Spain,Western Mediterranean,BAL2,39.11,1.52,POINT (1.52 39.11),2015-10-10T13:00:00Z,3.0,0,35,0,0,0,187,0,81,0,0,15,0,0,1,2,0,0,0,0,1,0,4,0,54,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,0,1,22,3,0,225,4,0
912349244,Spain,Western Mediterranean,BAL20,38.7,1.39,POINT (1.3900000000000001 38.7),2015-10-17T13:00:00Z,3.7,8,0,0,0,0,405,0,55,0,0,15,0,0,0,27,0,0,0,0,0,1,0,0,168,0,0,0,0,0,16,0,1,0,3,0,0,0,0,0,2,0,19,0,2,37,34,2
912349245,Spain,Western Mediterranean,BAL20,38.7,1.39,POINT (1.3900000000000001 38.7),2015-10-17T13:00:00Z,5.5,30,0,0,0,0,175,0,31,0,0,15,0,0,3,31,0,0,6,0,0,0,5,0,50,0,0,0,0,0,21,0,0,0,9,0,0,2,0,0,0,0,17,0,0,38,20,5
912349251,Spain,Western Mediterranean,BAL23,38.84,1.37,POINT (1.37 38.84),2015-10-18T13:00:00Z,5.9,0,0,0,0,0,1105,0,28,0,0,5,0,0,1,2,0,0,0,0,1,1,2,0,32,0,0,0,0,0,0,0,0,0,4,0,23,0,0,0,0,0,44,0,2,9,0,0
912349210,Spain,Western Mediterranean,BAL3,39.08,1.61,POINT (1.6099999999999999 39.08),2015-10-10T13:00:00Z,8.8,3,0,0,0,0,1550,0,46,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,9,0,0,1,0,0,8,0,115,6,1,39,12,0
912349213,Spain,Western Mediterranean,BAL4,39.0,1.59,POINT (1.5899999999999999 39),2015-10-10T13:00:00Z,6.0,0,0,0,0,0,460,0,92,0,0,22,0,1,2,17,1,0,0,0,1,0,0,0,5,0,0,0,0,0,3,0,0,0,8,0,0,2,0,0,2,0,2,4,1,41,49,0
912349214,Spain,Western Mediterranean,BAL5,39.54,2.37,POINT (2.37 39.54),2015-10-11T13:00:00Z,4.2,0,0,0,0,0,264,0,54,0,0,7,0,0,2,12,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,75,8,2,36,6,0
912349215,Spain,Western Mediterranean,BAL5,39.54,2.37,POINT (2.37 39.54),2015-10-11T13:00:00Z,4.7,0,0,0,0,0,449,0,62,0,0,4,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,330,14,4,35,5,0
912349216,Spain,Western Mediterranean,BAL6,39.66,2.47,POINT (2.4699999999999998 39.66),2015-10-11T13:00:00Z,7.4,0,0,0,0,0,455,0,26,0,0,9,0,1,0,14,0,0,0,0,0,2,1,0,10,0,0,0,0,0,34,0,0,0,1,9,0,10,0,0,1,1,1,1,0,6,2,0
912349218,Spain,Western Mediterranean,BAL7,39.95,3.18,POINT (3.18 39.95),2015-10-12T13:00:00Z,11.5,1,0,300,0,0,1255,0,59,0,0,0,0,1,1,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,4,4,4,0,2,0,0,2,0,27,7,1,5,4,0
912349219,Spain,Western Mediterranean,BAL7,39.95,3.18,POINT (3.18 39.95),2015-10-12T13:00:00Z,9.8,2,0,4,0,0,295,0,27,0,0,0,0,1,1,35,0,0,0,0,0,1,5,0,12,0,0,0,0,0,19,0,0,9,4,240,0,6,0,0,1,3,39,2,0,34,9,0
912349217,Spain,Western Mediterranean,BAL6,39.66,2.47,POINT (2.4699999999999998 39.66),2015-10-11T13:00:00Z,7.9,0,0,3,0,0,1475,0,22,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,398,0,0,0,0,0,0,16,0,0,2,2,0
912349220,Spain,Western Mediterranean,BAL8,39.71,3.47,POINT (3.4699999999999998 39.71),2015-10-14T13:00:00Z,6.7,0,0,0,0,0,141,0,8,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,12,0,0,1,1,0,0,0,0,0,0,0,46,0,1,6,0,0
912349221,Spain,Western Mediterranean,BAL8,39.71,3.47,POINT (3.4699999999999998 39.71),2015-10-14T13:00:00Z,8.0,0,0,230,0,0,680,0,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,3,1,3,40,140,0,0,0,0,0,23,0,0,0,1,0
912349222,Spain,Western Mediterranean,BAL9,39.42,3.27,POINT (3.27 39.42),2015-10-14T13:00:00Z,2.6,0,0,0,0,3,28,0,31,0,0,15,0,0,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,4,1,25,22,0
912349223,Spain,Western Mediterranean,BAL9,39.42,3.27,POINT (3.27 39.42),2015-10-14T13:00:00Z,2.0,0,0,0,0,0,38,0,32,0,0,8,0,0,10,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,28,4,0,15,31,0
912349247,Spain,Western Mediterranean,BAL21,38.8,1.48,POINT (1.48 38.8),2015-10-17T13:00:00Z,5.0,0,0,0,0,0,470,0,12,0,0,22,0,1,3,10,0,0,0,0,3,6,2,0,196,0,0,0,0,0,41,0,0,0,13,0,0,0,0,0,6,0,16,4,2,38,3,4
912349248,Spain,Western Mediterranean,BAL22,38.8,1.48,POINT (1.48 38.8),2015-10-17T13:00:00Z,5.8,0,0,0,0,0,612,0,25,0,0,3,0,3,1,11,0,0,0,0,1,0,0,0,602,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,3,1,141,4,9,37,68,0
912349249,Spain,Western Mediterranean,BAL22,38.8,1.48,POINT (1.48 38.8),2015-10-17T13:00:00Z,5.4,0,0,0,0,0,1389,0,41,0,0,3,0,0,0,4,0,0,0,0,4,0,1,0,15,0,0,0,0,0,100,0,0,0,13,0,0,0,0,0,1,5,133,9,4,23,59,0
912349250,Spain,Western Mediterranean,BAL23,38.84,1.37,POINT (1.37 38.84),2015-10-18T13:00:00Z,4.6,0,0,0,0,0,600,0,22,0,0,7,0,4,2,9,0,0,0,0,1,0,0,0,219,0,0,0,0,0,19,0,0,0,11,0,0,0,0,0,1,0,47,4,2,22,0,0
912349211,Spain,Western Mediterranean,BAL3,39.08,1.61,POINT (1.6099999999999999 39.08),2015-10-10T13:00:00Z,7.9,0,0,0,0,0,2100,0,64,0,0,0,0,0,0,13,0,0,0,0,2,0,0,1,0,0,0,0,0,0,26,0,0,0,14,0,0,0,3,0,7,0,25,13,1,42,31,0
912349212,Spain,Western Mediterranean,BAL4,39.0,1.59,POINT (1.5899999999999999 39),2015-10-10T13:00:00Z,9.6,0,0,0,0,0,1170,0,44,0,0,5,0,2,0,16,0,0,0,0,1,0,0,0,27,0,0,0,0,0,5,0,0,0,12,0,0,4,0,0,0,1,4,1,2,36,28,0
912349246,Spain,Western Mediterranean,BAL21,38.8,1.48,POINT (1.48 38.8),2015-10-17T13:00:00Z,4.8,3,0,0,0,0,360,0,6,0,0,22,0,0,0,7,0,1,0,0,7,3,0,0,163,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,0,6,3,20,8,0
912349334,Spain,Western Mediterranean,CAT13,42.37,3.17,POINT (3.17 42.37),2015-07-20T14:00:00Z,6.7,0,0,0,0,0,260,0,45,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,1,0,0,2,0,0
912349335,Spain,Western Mediterranean,CAT14,42.37,3.17,POINT (3.17 42.37),2015-07-20T14:00:00Z,12.0,0,0,0,0,0,530,0,54,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,0,0,0,0,0,10,0,14,0,0,3,0,0
912349336,Spain,Western Mediterranean,CAT14,42.37,3.17,POINT (3.17 42.37),2015-07-20T14:00:00Z,12.2,0,0,0,0,0,260,0,34,0,0,0,0,0,0,16,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,22,0,130,0,0,0,0,8,0,2,1,0,14,0,1
912349337,Spain,Western Mediterranean,CAT15,42.35,3.19,POINT (3.19 42.35),2015-07-20T14:00:00Z,5.0,0,0,0,0,0,561,0,61,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,0,0,0,0,0,40,0,0,11,0,0,0,2,0,0,6,3,0,0,0,16,1,1
912349338,Spain,Western Mediterranean,CAT15,42.35,3.19,POINT (3.19 42.35),2015-07-20T14:00:00Z,5.1,0,0,0,0,0,300,0,65,0,0,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,1,12,0,6,0,0,6,7,0,0,0,31,0,0
912349339,Spain,Western Mediterranean,CAT16,42.35,3.19,POINT (3.19 42.35),2015-07-20T14:00:00Z,6.8,0,0,30,0,0,141,0,46,0,0,1,0,0,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,2,1,6,1,1,7,0,1
912349340,Spain,Western Mediterranean,CAT16,42.35,3.19,POINT (3.19 42.35),2015-07-20T14:00:00Z,6.6,0,0,0,0,0,104,0,40,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,3,1,6,2,0,6,0,0
912349341,Spain,Western Mediterranean,CAT17,42.31,3.29,POINT (3.29 42.31),2015-07-21T14:00:00Z,6.1,0,0,3,0,0,95,0,71,0,0,0,0,0,1,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,5,0
912349342,Spain,Western Mediterranean,CAT17,42.31,3.29,POINT (3.29 42.31),2015-07-21T14:00:00Z,6.9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0
912349343,Spain,Western Mediterranean,CAT18,42.31,3.31,POINT (3.31 42.31),2015-07-21T14:00:00Z,6.8,0,0,0,0,0,211,0,76,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
912349344,Spain,Western Mediterranean,CAT18,42.31,3.31,POINT (3.31 42.31),2015-07-21T14:00:00Z,6.0,4,0,0,0,0,1275,0,110,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,1,0,0,3,4,0,0,0,26,12,0
912349345,Spain,Western Mediterranean,CAT19,42.33,3.25,POINT (3.25 42.33),2015-07-21T14:00:00Z,5.6,0,0,0,0,0,37,0,42,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,4,0,1,0,3,0,0,0,1,0,0,0,3,0,0
912349346,Spain,Western Mediterranean,CAT19,42.33,3.25,POINT (3.25 42.33),2015-07-21T14:00:00Z,4.8,0,0,0,0,0,28,0,26,0,0,0,0,0,5,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,2,0,0
912345273,Spain,Western Mediterranean,CAT2,41.72,2.94,POINT (2.94 41.72),2015-06-03T14:00:00Z,9.0,20,0,0,0,0,1125,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,11,1,0,0,0,0,0,1,1,0,0,0,2,11,11
912345286,Spain,Western Mediterranean,CAT2,41.72,2.94,POINT (2.94 41.72),2015-06-03T14:00:00Z,5.2,0,0,0,0,0,1586,0,25,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,3
912349347,Spain,Western Mediterranean,CAT20,42.34,3.24,POINT (3.24 42.34),2015-07-21T14:00:00Z,11.3,0,0,0,0,0,1550,0,41,0,0,2,0,0,1,16,0,0,0,0,0,0,17,0,4,0,0,0,0,0,2,0,0,5,0,33,0,1,0,0,1,0,10,1,0,3,0,0
912349348,Spain,Western Mediterranean,CAT20,42.34,3.24,POINT (3.24 42.34),2015-07-21T14:00:00Z,1.0,0,0,0,0,0,380,0,47,0,0,0,0,0,15,25,0,0,0,0,0,0,15,0,5,0,0,0,0,0,3,0,0,2,2,140,0,3,0,0,0,0,0,0,0,6,0,0
912349349,Spain,Western Mediterranean,CAT21,42.35,3.21,POINT (3.21 42.35),2015-07-21T14:00:00Z,7.7,0,0,0,0,0,126,0,42,0,0,1,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,1,0,3,2,3,0,0,9,0,0
912349350,Spain,Western Mediterranean,CAT21,42.35,3.21,POINT (3.21 42.35),2015-07-21T14:00:00Z,7.8,0,0,0,0,0,58,0,56,0,0,3,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,10,0,0
912349351,Spain,Western Mediterranean,CAT22,42.35,3.21,POINT (3.21 42.35),2015-07-21T14:00:00Z,7.7,0,0,0,0,4,135,0,74,0,0,0,0,0,0,18,0,0,0,0,1,0,22,0,7,0,0,0,0,0,0,0,0,17,0,18,0,8,0,0,9,3,1,0,1,12,0,0
912349321,Spain,Western Mediterranean,CAT3,41.72,2.94,POINT (2.94 41.72),2015-05-03T14:00:00Z,6.4,0,0,0,0,0,1942,0,22,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,1,0,1,0,0,2,22,2
912349367,Spain,Western Mediterranean,CAT30,42.04,3.23,POINT (3.23 42.04),2015-07-24T14:00:00Z,8.9,0,0,61,0,0,490,0,161,0,0,0,1,0,4,9,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1538,0,0,2,0,1,3,17,2,2,12,0,0
912349368,Spain,Western Mediterranean,CAT30,42.04,3.23,POINT (3.23 42.04),2015-07-24T14:00:00Z,7.9,0,0,750,0,4,1620,1,265,0,0,0,1,1,12,28,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,600,0,3,0,0,7,4,7,6,3,20,14,0
912349369,Spain,Western Mediterranean,CAT31,42.09,3.19,POINT (3.19 42.09),2015-07-25T14:00:00Z,1.0,0,0,300,0,0,517,0,123,3,0,0,0,0,0,14,0,0,0,0,1,0,13,0,0,0,0,2,0,0,5,0,0,23,2,0,0,1,0,0,12,5,23,4,0,8,0,0
912349370,Spain,Western Mediterranean,CAT32,42.06,3.21,POINT (3.21 42.06),2015-07-25T14:00:00Z,1.0,0,0,170,0,0,960,0,71,6,0,0,0,0,1,11,0,0,0,0,1,1,4,0,0,0,0,0,1,0,14,0,0,11,2,0,0,2,0,0,4,5,15,7,0,6,0,0
912349371,Spain,Western Mediterranean,CAT33,42.05,3.22,POINT (3.22 42.05),2015-07-25T14:00:00Z,10.4,0,0,0,0,1,188,0,49,0,0,0,0,0,3,70,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,6,2,0,2,11,0,0
912349372,Spain,Western Mediterranean,CAT33,42.05,3.22,POINT (3.22 42.05),2015-07-25T14:00:00Z,8.9,0,0,0,0,5,1420,1,80,0,0,0,0,0,16,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,100,0,0,0,0,3,3,11,3,4,6,0,0
912349373,Spain,Western Mediterranean,CAT34,42.05,3.23,POINT (3.23 42.05),2015-07-25T14:00:00Z,10.4,0,0,0,0,0,1095,0,56,0,0,0,1,2,22,0,0,2,0,0,1,0,0,0,10,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0
912349374,Spain,Western Mediterranean,CAT34,42.05,3.23,POINT (3.23 42.05),2015-07-25T14:00:00Z,9.3,4,0,0,0,1,50,0,14,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
912349375,Spain,Western Mediterranean,CAT35,42.04,3.23,POINT (3.23 42.04),2015-07-25T14:00:00Z,10.4,16,0,0,0,0,1141,2,89,0,0,0,0,1,13,2,0,0,0,2,2,0,2,0,0,0,0,1,0,0,24,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,2,0
912349376,Spain,Western Mediterranean,CAT35,42.04,3.23,POINT (3.23 42.04),2015-07-25T14:00:00Z,8.4,0,0,0,0,0,170,5,140,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,11,0,0,0,0,0,0,2,0,3,0,0,0,0,0
912349377,Spain,Western Mediterranean,CAT36,41.68,2.81,POINT (2.81 41.68),2015-07-26T14:00:00Z,6.1,0,0,0,0,0,48,0,30,0,0,0,0,0,14,17,0,0,0,0,0,0,33,0,2,0,0,0,0,0,37,0,0,7,1,0,0,0,0,0,0,0,0,0,0,17,2,0
912349378,Spain,Western Mediterranean,CAT36,41.68,2.81,POINT (2.81 41.68),2015-07-26T14:00:00Z,10.3,24,0,0,0,0,340,0,47,0,0,0,0,0,1,51,0,1,0,0,0,0,17,1,30,0,0,0,0,0,73,0,0,10,6,0,0,1,0,0,2,0,14,2,1,37,8,0
912349379,Spain,Western Mediterranean,CAT37,41.68,2.81,POINT (2.81 41.68),2015-08-16T14:00:00Z,1.0,4,0,0,0,0,435,0,85,0,0,0,0,0,2,28,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,6,4,0,0,0,0,0,3,0,10,0,0,3,10,0
912349380,Spain,Western Mediterranean,CAT37,41.68,2.81,POINT (2.81 41.68),2015-08-16T14:00:00Z,7.7,0,0,0,0,0,330,0,74,0,1,0,0,1,3,17,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,2,1,1,0,0,15,5,1
912349381,Spain,Western Mediterranean,CAT38,41.67,2.8,POINT (2.8 41.67),2015-08-16T14:00:00Z,1.0,0,0,0,0,0,240,0,76,0,0,0,0,0,3,44,0,0,0,0,0,0,39,0,0,0,1,0,0,0,0,0,0,7,2,0,0,0,0,0,1,0,15,0,4,7,4,0
912349382,Spain,Western Mediterranean,CAT38,41.67,2.8,POINT (2.8 41.67),2015-08-16T14:00:00Z,7.0,0,0,0,0,0,370,0,79,0,0,0,0,0,0,26,0,0,4,0,0,0,17,0,0,0,0,1,0,0,0,0,0,4,5,0,0,0,0,0,1,1,13,0,0,10,8,1
